  0.4166667E+03  0.0000000E+00
  0.8333333E+03  0.0000000E+00
  0.1250000E+04  0.0000000E+00
  0.1666667E+04  0.0000000E+00
  0.2083333E+04  0.0000000E+00
  0.2500000E+04  0.0000000E+00
  0.2916667E+04  0.0000000E+00
  0.3333333E+04  0.0000000E+00
  0.3750000E+04  0.0000000E+00
  0.4166667E+04  0.0000000E+00
  0.4583333E+04  0.0000000E+00
  0.5000000E+04  0.0000000E+00
  0.5416667E+04  0.0000000E+00
  0.5833333E+04  0.0000000E+00
  0.6250000E+04  0.0000000E+00
  0.6666667E+04  0.0000000E+00
  0.7083333E+04  0.0000000E+00
  0.7500000E+04  0.0000000E+00
  0.7916667E+04  0.0000000E+00
  0.8333333E+04  0.0000000E+00
  0.8750000E+04  0.0000000E+00
  0.9166667E+04  0.0000000E+00
  0.9583333E+04  0.0000000E+00
  0.1000000E+05  0.0000000E+00
